record_name	protein_id	gene	locus_tag	EC_number	product	db_xref
NC_000913	NP_416382.1	yecE	b1868	N/A	DUF72 domain-containing protein YecE	UniProtKB/Swiss-Prot:P37348', 'ASAP:ABE-0006233', 'ECOCYC:EG12379', 'EcoGene:EG12379', 'GeneID:946382
NC_000913	NP_416383.4	yecN	b1869	N/A	putative inner membrane protein	UniProtKB/Swiss-Prot:P64515', 'ASAP:ABE-0006235', 'ECOCYC:G7019', 'EcoGene:EG14032', 'GeneID:946381
NC_000913	NP_416384.1	cmoA	b1870	N/A	carboxy-S-adenosyl-L-methionine synthase	UniProtKB/Swiss-Prot:P76290', 'ASAP:ABE-0006237', 'ECOCYC:G7020', 'EcoGene:EG14033', 'GeneID:946380
NC_000913	NP_416385.1	cmoB	b1871	N/A	tRNA U34 carboxymethyltransferase	UniProtKB/Swiss-Prot:P76291', 'ASAP:ABE-0006241', 'ECOCYC:G7021', 'EcoGene:EG14034', 'GeneID:946387
NC_000913	NP_416386.4	torZ	b1872	N/A	trimethylamine N-oxide reductase 2	UniProtKB/Swiss-Prot:P46923', 'ASAP:ABE-0006244', 'ECOCYC:G7022', 'EcoGene:EG13276', 'GeneID:946389
NC_000913	NP_416387.1	torY	b1873	N/A	cytochrome c quinol dehydrogenase TorY	UniProtKB/Swiss-Prot:P52005', 'ASAP:ABE-0006246', 'ECOCYC:G7023', 'EcoGene:EG13277', 'GeneID:946490
NC_000913	YP_025309.2	cutC	b1874	N/A	protein CutC	UniProtKB/Swiss-Prot:P67826', 'ASAP:ABE-0006252', 'ECOCYC:G7024', 'EcoGene:EG12956', 'GeneID:2847756
NC_000913	NP_416389.4	yecM	b1875	N/A	putative metal-binding enzyme YecM	UniProtKB/Swiss-Prot:P52007', 'ASAP:ABE-0006257', 'ECOCYC:G7025', 'EcoGene:EG13405', 'GeneID:946415
NC_000913	NP_416390.1	argS	b1876	6.1.1.19	arginine--tRNA ligase	UniProtKB/Swiss-Prot:P11875', 'ASAP:ABE-0006264', 'ECOCYC:EG10071', 'EcoGene:EG10071', 'GeneID:946452
NC_000913	NP_416391.4	yecT	b1877	N/A	protein YecT	UniProtKB/Swiss-Prot:P76296', 'ASAP:ABE-0006268', 'ECOCYC:G7026', 'EcoGene:EG14316', 'GeneID:946511
NC_000913	NP_416392.1	flhE	b1878	N/A	flagellar protein	UniProtKB/Swiss-Prot:P76297', 'ASAP:ABE-0006270', 'ECOCYC:G7027', 'EcoGene:EG14013', 'GeneID:946094
NC_000913	NP_416393.1	flhA	b1879	N/A	flagellar biosynthesis protein FlhA	UniProtKB/Swiss-Prot:P76298', 'ASAP:ABE-0006272', 'ECOCYC:G370', 'EcoGene:EG14273', 'GeneID:946390
NC_000913	NP_416394.1	flhB	b1880	N/A	flagellar biosynthesis protein FlhB	UniProtKB/Swiss-Prot:P76299', 'ASAP:ABE-0006275', 'ECOCYC:G7028', 'EcoGene:EG14035', 'GeneID:946391
NC_000913	NP_416395.1	cheZ	b1881	3.6.1.-	chemotaxis protein CheZ	UniProtKB/Swiss-Prot:P0A9H9', 'ASAP:ABE-0006278', 'ECOCYC:EG10151', 'EcoGene:EG10151', 'GeneID:946392
NC_000913	NP_416396.1	cheY	b1882	N/A	chemotaxis protein CheY	UniProtKB/Swiss-Prot:P0AE67', 'ASAP:ABE-0006280', 'ECOCYC:EG10150', 'EcoGene:EG10150', 'GeneID:946393
NC_000913	NP_416397.1	cheB	b1883	3.1.1.-', '3.1.1.61', '3.5.1.-', '3.5.1.44	protein-glutamate methylesterase/protein glutamine deamidase	UniProtKB/Swiss-Prot:P07330', 'ASAP:ABE-0006284', 'ECOCYC:EG10147', 'EcoGene:EG10147', 'GeneID:946394
NC_000913	NP_416398.1	cheR	b1884	2.1.1.-', '2.1.1.80	chemotaxis protein methyltransferase	UniProtKB/Swiss-Prot:P07364', 'ASAP:ABE-0006286', 'ECOCYC:EG10148', 'EcoGene:EG10148', 'GeneID:946396
NC_000913	NP_416399.1	tap	b1885	N/A	methyl-accepting chemotaxis protein Tap	UniProtKB/Swiss-Prot:P07018', 'ASAP:ABE-0006288', 'ECOCYC:EG10987', 'EcoGene:EG10987', 'GeneID:946397
NC_000913	NP_416400.1	tar	b1886	N/A	methyl-accepting chemotaxis protein Tar	UniProtKB/Swiss-Prot:P07017', 'ASAP:ABE-0006290', 'ECOCYC:EG10988', 'EcoGene:EG10988', 'GeneID:946399
NC_000913	NP_416401.1	cheW	b1887	N/A	chemotaxis protein CheW	UniProtKB/Swiss-Prot:P0A964', 'ASAP:ABE-0006292', 'ECOCYC:EG10149', 'EcoGene:EG10149', 'GeneID:946400
NC_000913	NP_416402.1	cheA	b1888	N/A	chemotaxis protein CheA	ASAP:ABE-0006294', 'ECOCYC:EG10146', 'EcoGene:EG10146', 'GeneID:946401
NC_000913	NP_416403.1	motB	b1889	N/A	motility protein B	UniProtKB/Swiss-Prot:P0AF06', 'ASAP:ABE-0006297', 'ECOCYC:EG10602', 'EcoGene:EG10602', 'GeneID:946402
NC_000913	NP_416404.1	motA	b1890	N/A	motility protein A	UniProtKB/Swiss-Prot:P09348', 'ASAP:ABE-0006299', 'ECOCYC:EG10601', 'EcoGene:EG10601', 'GeneID:947564
NC_000913	NP_416405.1	flhC	b1891	N/A	DNA-binding transcriptional dual regulator FlhC	UniProtKB/Swiss-Prot:P0ABY7', 'ASAP:ABE-0006301', 'ECOCYC:EG10319', 'EcoGene:EG10319', 'GeneID:947280
NC_000913	NP_416406.4	flhD	b1892	N/A	DNA-binding transcriptional dual regulator FlhD	UniProtKB/Swiss-Prot:P0A8S9', 'ASAP:ABE-0006303', 'ECOCYC:EG10320', 'EcoGene:EG10320', 'GeneID:945442
NC_000913	NP_416407.1	insB-5	b1893	N/A	IS1 protein InsB	UniProtKB/Swiss-Prot:P0CF28', 'ASAP:ABE-0006308', 'ECOCYC:G7029', 'EcoGene:EG60047', 'GeneID:945867
NC_000913	NP_416408.1	insA-5	b1894	N/A	IS1 protein InsA	UniProtKB/Swiss-Prot:P0CF11', 'ASAP:ABE-0006311', 'ECOCYC:G7030', 'EcoGene:EG40001', 'GeneID:945800
NC_000913	NP_416409.1	uspC	b1895	N/A	universal stress protein C	UniProtKB/Swiss-Prot:P46888', 'ASAP:ABE-0006316', 'ECOCYC:G7031', 'EcoGene:EG12862', 'GeneID:946404
NC_000913	NP_416410.1	otsA	b1896	2.4.1.15	trehalose-6-phosphate synthase	UniProtKB/Swiss-Prot:P31677', 'ASAP:ABE-0006318', 'ECOCYC:EG11751', 'EcoGene:EG11751', 'GeneID:946405
NC_000913	NP_416411.1	otsB	b1897	3.1.3.12	trehalose-6-phosphate phosphatase	UniProtKB/Swiss-Prot:P31678', 'ASAP:ABE-0006320', 'ECOCYC:EG11752', 'EcoGene:EG11752', 'GeneID:946406
NC_000913	YP_026162.2	araH	b4460	7.5.2.-	arabinose ABC transporter membrane subunit	UniProtKB/Swiss-Prot:P0AE26', 'ASAP:ABE-0174093', 'ECOCYC:EG10059', 'EcoGene:EG10059', 'GeneID:948923
NC_000913	NP_416413.1	araG	b1900	7.5.2.-	arabinose ABC transporter ATP binding subunit	UniProtKB/Swiss-Prot:P0AAF3', 'ASAP:ABE-0006328', 'ECOCYC:EG10058', 'EcoGene:EG10058', 'GeneID:946408
NC_000913	NP_416414.1	araF	b1901	7.5.2.-	arabinose ABC transporter periplasmic binding protein	UniProtKB/Swiss-Prot:P02924', 'ASAP:ABE-0006330', 'ECOCYC:EG10057', 'EcoGene:EG10057', 'GeneID:946409
NC_000913	NP_416415.1	ftnB	b1902	N/A	putative ferritin-like protein	UniProtKB/Swiss-Prot:P0A9A2', 'ASAP:ABE-0006333', 'ECOCYC:G7033', 'EcoGene:EG13175', 'GeneID:946407
NC_000913	NP_416416.2	yecJ	b4537	N/A	DUF2766 domain-containing protein YecJ	UniProtKB/Swiss-Prot:P0AD10', 'ASAP:ABE-0285058', 'ECOCYC:G0-10455', 'EcoGene:EG13242', 'GeneID:946388
NC_000913	YP_002791245.1	azuC	b4663	N/A	uncharacterized protein AzuC	UniProtKB/Swiss-Prot:C1P605', 'ASAP:ABE-0285207', 'ECOCYC:G0-10653', 'EcoGene:EG14468', 'GeneID:7751642
NC_000913	NP_416417.1	yecR	b1904	N/A	lipoprotein YecR	UniProtKB/Swiss-Prot:P76308', 'ASAP:ABE-0006338', 'ECOCYC:G7035', 'EcoGene:EG14036', 'GeneID:946386
NC_000913	NP_416418.1	ftnA	b1905	1.16.3.2	ferritin iron storage protein	UniProtKB/Swiss-Prot:P0A998', 'ASAP:ABE-0006342', 'ECOCYC:EG10921', 'EcoGene:EG10921', 'GeneID:946410
NC_000913	NP_416419.1	yecH	b1906	N/A	DUF2492 domain-containing protein YecH	UniProtKB/Swiss-Prot:P46887', 'ASAP:ABE-0006344', 'ECOCYC:G7036', 'EcoGene:EG12863', 'GeneID:946411
NC_000913	NP_416420.1	tyrP	b1907	N/A	tyrosine:H(+) symporter	UniProtKB/Swiss-Prot:P0AAD4', 'ASAP:ABE-0006355', 'ECOCYC:EG11041', 'EcoGene:EG11041', 'GeneID:946412
NC_000913	NP_416421.1	yecA	b1908	N/A	UPF0149 family protein YecA	UniProtKB/Swiss-Prot:P0AD05', 'ASAP:ABE-0006357', 'ECOCYC:EG11139', 'EcoGene:EG11139', 'GeneID:945061
NC_000913	NP_416422.1	pgsA	b1912	2.7.8.5	phosphatidylglycerophosphate synthase	UniProtKB/Swiss-Prot:P0ABF8', 'ASAP:ABE-0006367', 'ECOCYC:EG10706', 'EcoGene:EG10706', 'GeneID:945791
NC_000913	NP_416423.4	uvrC	b1913	3.1.25.-	excision nuclease subunit C	UniProtKB/Swiss-Prot:P0A8G0', 'ASAP:ABE-0006370', 'ECOCYC:EG11063', 'EcoGene:EG11063', 'GeneID:947203
NC_000913	NP_416424.1	uvrY	b1914	N/A	DNA-binding transcriptional activator UvrY	UniProtKB/Swiss-Prot:P0AED5', 'ASAP:ABE-0006373', 'ECOCYC:EG11140', 'EcoGene:EG11140', 'GeneID:946424
NC_000913	YP_009518796.1	yecU	b4752	N/A	protein YecU	UniProtKB/Swiss-Prot:P0DPP3', 'ECOCYC:G0-16746', 'GeneID:38094967
NC_000913	NP_416425.1	yecF	b1915	N/A	DUF2594 domain-containing protein YecF	UniProtKB/Swiss-Prot:P0AD07', 'ASAP:ABE-0006379', 'ECOCYC:EG12861', 'EcoGene:EG12861', 'GeneID:946420
NC_000913	NP_416426.1	sdiA	b1916	N/A	DNA-binding transcriptional dual regulator SdiA	UniProtKB/Swiss-Prot:P07026', 'ASAP:ABE-0006381', 'ECOCYC:EG10935', 'EcoGene:EG10935', 'GeneID:946421
NC_000913	NP_416427.1	tcyN	b1917	7.4.2.-	cystine ABC transporter ATP binding subunit	UniProtKB/Swiss-Prot:P37774', 'ASAP:ABE-0006384', 'ECOCYC:EG12347', 'EcoGene:EG12347', 'GeneID:946422
NC_000913	NP_416428.1	tcyL	b1918	7.4.2.-	cystine ABC transporter membrane subunit	UniProtKB/Swiss-Prot:P0AFT2', 'ASAP:ABE-0006386', 'ECOCYC:G7037', 'EcoGene:EG14037', 'GeneID:949105
NC_000913	NP_416429.4	dcyD	b1919	4.4.1.15', '4.5.1.2	D-cysteine desulfhydrase	UniProtKB/Swiss-Prot:P76316', 'ASAP:ABE-0006389', 'ECOCYC:G7038', 'EcoGene:EG14038', 'GeneID:946831
NC_000913	NP_416430.1	tcyJ	b1920	7.4.2.-	cystine ABC transporter periplasmic binding protein	UniProtKB/Swiss-Prot:P0AEM9', 'ASAP:ABE-0006392', 'ECOCYC:G7039', 'EcoGene:EG12680', 'GeneID:948833
NC_000913	NP_416431.2	fliZ	b1921	N/A	DNA-binding transcriptional regulator FliZ	UniProtKB/Swiss-Prot:P52627', 'ASAP:ABE-0006394', 'ECOCYC:EG11356', 'EcoGene:EG11356', 'GeneID:946833
NC_000913	NP_416432.3	fliA	b1922	N/A	RNA polymerase, sigma 28 (sigma F) factor	UniProtKB/Swiss-Prot:P0AEM6', 'ASAP:ABE-0006396', 'ECOCYC:EG11355', 'EcoGene:EG11355', 'GeneID:948824
NC_000913	NP_416433.1	fliC	b1923	N/A	flagellar filament structural protein	UniProtKB/Swiss-Prot:P04949', 'ASAP:ABE-0006402', 'ECOCYC:EG10321', 'EcoGene:EG10321', 'GeneID:949101
NC_000913	NP_416434.1	fliD	b1924	N/A	flagellar filament capping protein	UniProtKB/Swiss-Prot:P24216', 'ASAP:ABE-0006407', 'ECOCYC:EG10841', 'EcoGene:EG10841', 'GeneID:946428
NC_000913	NP_416435.1	fliS	b1925	N/A	flagellar biosynthesis protein FliS	UniProtKB/Swiss-Prot:P26608', 'ASAP:ABE-0006409', 'ECOCYC:EG11388', 'EcoGene:EG11388', 'GeneID:946429
NC_000913	NP_416436.1	fliT	b1926	N/A	flagellar biosynthesis protein FliT	UniProtKB/Swiss-Prot:P0ABY2', 'ASAP:ABE-0006411', 'ECOCYC:EG11389', 'EcoGene:EG11389', 'GeneID:946433
NC_000913	NP_416437.1	amyA	b1927	3.2.1.1	alpha-amylase	UniProtKB/Swiss-Prot:P26612', 'ASAP:ABE-0006414', 'ECOCYC:EG11387', 'EcoGene:EG11387', 'GeneID:946434
NC_000913	NP_416438.1	yedD	b1928	N/A	lipoprotein YedD	UniProtKB/Swiss-Prot:P31063', 'ASAP:ABE-0006416', 'ECOCYC:EG11659', 'EcoGene:EG11659', 'GeneID:949082
NC_000913	NP_416439.1	yedE	b1929	N/A	putative selenium transporter YedE	UniProtKB/Swiss-Prot:P31064', 'ASAP:ABE-0006422', 'ECOCYC:EG11660', 'EcoGene:EG11660', 'GeneID:945192
NC_000913	NP_416440.1	yedF	b1930	N/A	putative sulfurtransferase YedF	UniProtKB/Swiss-Prot:P0AA31', 'ASAP:ABE-0006425', 'ECOCYC:EG11661', 'EcoGene:EG11661', 'GeneID:946909
NC_000913	YP_025310.1	yedK	b1931	N/A	putative SOS response-associated peptidase YedK	UniProtKB/Swiss-Prot:P76318', 'ASAP:ABE-0006428', 'ECOCYC:EG11662', 'EcoGene:EG11662', 'GeneID:946435
NC_000913	NP_416442.1	yedL	b1932	N/A	putative acetyltransferase YedL	UniProtKB/Swiss-Prot:P76319', 'ASAP:ABE-0006433', 'ECOCYC:G7040', 'EcoGene:EG13279', 'GeneID:946437
NC_000913	NP_416447.1	fliE	b1937	N/A	flagellar basal-body protein FliE	UniProtKB/Swiss-Prot:P0A8T5', 'ASAP:ABE-0006447', 'ECOCYC:EG11346', 'EcoGene:EG11346', 'GeneID:946446
NC_000913	NP_416448.1	fliF	b1938	N/A	flagellar basal-body MS-ring and collar protein	UniProtKB/Swiss-Prot:P25798', 'ASAP:ABE-0006454', 'ECOCYC:EG11347', 'EcoGene:EG11347', 'GeneID:946448
NC_000913	NP_416449.1	fliG	b1939	N/A	flagellar motor switch protein FliG	UniProtKB/Swiss-Prot:P0ABZ1', 'ASAP:ABE-0006456', 'ECOCYC:EG11654', 'EcoGene:EG11654', 'GeneID:946451
NC_000913	NP_416450.2	fliH	b1940	N/A	flagellar biosynthesis protein FliH	UniProtKB/Swiss-Prot:P31068', 'ASAP:ABE-0006458', 'ECOCYC:EG11656', 'EcoGene:EG11656', 'GeneID:946456
NC_000913	NP_416451.1	fliI	b1941	N/A	flagellum-specific ATP synthase FliI	UniProtKB/Swiss-Prot:P52612', 'ASAP:ABE-0006460', 'ECOCYC:G377', 'EcoGene:EG20266', 'GeneID:946457
NC_000913	NP_416452.1	fliJ	b1942	N/A	flagellar biosynthesis protein FliJ	UniProtKB/Swiss-Prot:P52613', 'ASAP:ABE-0006462', 'ECOCYC:G378', 'EcoGene:EG20267', 'GeneID:946454
NC_000913	NP_416453.1	fliK	b1943	N/A	flagellar hook-length control protein	UniProtKB/Swiss-Prot:P52614', 'ASAP:ABE-0006464', 'ECOCYC:G379', 'EcoGene:EG20268', 'GeneID:946449
NC_000913	NP_416454.1	fliL	b1944	N/A	flagellar protein FliL	UniProtKB/Swiss-Prot:P0ABX8', 'ASAP:ABE-0006467', 'ECOCYC:EG10322', 'EcoGene:EG10322', 'GeneID:946443
NC_000913	NP_416455.1	fliM	b1945	N/A	flagellar motor switch protein FliM	UniProtKB/Swiss-Prot:P06974', 'ASAP:ABE-0006469', 'ECOCYC:EG10323', 'EcoGene:EG10323', 'GeneID:946442
NC_000913	NP_416456.1	fliN	b1946	N/A	flagellar motor switch protein FliN	UniProtKB/Swiss-Prot:P15070', 'ASAP:ABE-0006471', 'ECOCYC:EG10324', 'EcoGene:EG10324', 'GeneID:946423
NC_000913	NP_416457.4	fliO	b1947	N/A	flagellar biosynthesis protein FliO	UniProtKB/Swiss-Prot:P22586', 'ASAP:ABE-0006473', 'ECOCYC:EG11224', 'EcoGene:EG11224', 'GeneID:946458
NC_000913	NP_416458.1	fliP	b1948	N/A	flagellar biosynthesis protein FliP	UniProtKB/Swiss-Prot:P0AC05', 'ASAP:ABE-0006475', 'ECOCYC:EG11975', 'EcoGene:EG11975', 'GeneID:946462
NC_000913	NP_416459.1	fliQ	b1949	N/A	flagellar biosynthesis protein FliQ	UniProtKB/Swiss-Prot:P0AC07', 'ASAP:ABE-0006477', 'ECOCYC:EG11976', 'EcoGene:EG11976', 'GeneID:946463
NC_000913	NP_416460.1	fliR	b1950	N/A	flagellar biosynthesis protein FliR	UniProtKB/Swiss-Prot:P33135', 'ASAP:ABE-0006479', 'ECOCYC:EG11977', 'EcoGene:EG11977', 'GeneID:946464
NC_000913	NP_416461.1	rcsA	b1951	N/A	DNA-binding transcriptional activator RcsA	UniProtKB/Swiss-Prot:P0DMC9', 'ASAP:ABE-0006482', 'ECOCYC:EG10820', 'EcoGene:EG10820', 'GeneID:946467
NC_000913	NP_416462.1	dsrB	b1952	N/A	protein DsrB	UniProtKB/Swiss-Prot:P0AEG8', 'ASAP:ABE-0006484', 'ECOCYC:G7045', 'EcoGene:EG12636', 'GeneID:946468
NC_000913	NP_416463.4	yodD	b1953	N/A	stress-induced protein	UniProtKB/Swiss-Prot:P64519', 'ASAP:ABE-0006488', 'ECOCYC:G7046', 'EcoGene:EG14387', 'GeneID:946469
NC_000913	NP_416464.1	yedP	b1955	N/A	putative mannosyl-3-phosphoglycerate phosphatase	UniProtKB/Swiss-Prot:P76329', 'ASAP:ABE-0006493', 'ECOCYC:G7048', 'EcoGene:EG14039', 'GeneID:946472
NC_000913	NP_416465.2	dgcQ	b1956	N/A	putative diguanylate cyclase DgcQ	UniProtKB/Swiss-Prot:P76330', 'ASAP:ABE-0006495', 'ECOCYC:G7049', 'EcoGene:EG14040', 'GeneID:946471
NC_000913	NP_416466.1	yodC	b1957	N/A	protein YodC	UniProtKB/Swiss-Prot:P64517', 'ASAP:ABE-0006498', 'ECOCYC:G7050', 'EcoGene:EG14307', 'GeneID:946466
NC_000913	NP_416467.1	yedI	b1958	N/A	conserved inner membrane protein YedI	UniProtKB/Swiss-Prot:P46125', 'ASAP:ABE-0006500', 'ECOCYC:EG12709', 'EcoGene:EG12709', 'GeneID:946465
NC_000913	NP_416468.1	yedA	b1959	N/A	putative transporter YedA	UniProtKB/Swiss-Prot:P0AA70', 'ASAP:ABE-0006505', 'ECOCYC:EG11141', 'EcoGene:EG11141', 'GeneID:946461
NC_000913	NP_416469.1	vsr	b1960	N/A	DNA mismatch endonuclease of the very short patch (VSP) mismatch repair pathway	UniProtKB/Swiss-Prot:P09184', 'ASAP:ABE-0006507', 'ECOCYC:EG11068', 'EcoGene:EG11068', 'GeneID:946476
NC_000913	NP_416470.1	dcm	b1961	2.1.1.37	DNA-cytosine methyltransferase	UniProtKB/Swiss-Prot:P0AED9', 'ASAP:ABE-0006509', 'ECOCYC:EG10211', 'EcoGene:EG10211', 'GeneID:946479
NC_000913	NP_416471.1	yedJ	b1962	N/A	putative HD superfamily phosphohydrolase YedJ	UniProtKB/Swiss-Prot:P46144', 'ASAP:ABE-0006512', 'ECOCYC:EG12710', 'EcoGene:EG12710', 'GeneID:946478
NC_000913	NP_416472.2	yedR	b1963	N/A	putative inner membrane protein	UniProtKB/Swiss-Prot:P76334', 'ASAP:ABE-0006514', 'ECOCYC:G7051', 'EcoGene:EG14041', 'GeneID:946477
NC_000913	NP_416476.1	hchA	b1967	3.5.1.124', '4.2.1.130	protein/nucleic acid deglycase 1	UniProtKB/Swiss-Prot:P31658', 'ASAP:ABE-0006529', 'ECOCYC:G7055', 'EcoGene:EG11755', 'GeneID:946481
NC_000913	NP_416477.1	hprS	b1968	N/A	sensory histidine kinase HprS	UniProtKB/Swiss-Prot:P76339', 'ASAP:ABE-0006531', 'ECOCYC:G7056', 'EcoGene:EG14044', 'GeneID:946487
NC_000913	NP_416478.2	hprR	b1969	N/A	DNA-binding transcriptional dual regulator HprR	UniProtKB/Swiss-Prot:P76340', 'ASAP:ABE-0006533', 'ECOCYC:G7057', 'EcoGene:EG14045', 'GeneID:946486
NC_000913	NP_416479.1	yedX	b1970	3.5.2.17	hydroxyisourate hydrolase/transthyretin-related protein	UniProtKB/Swiss-Prot:P76341', 'ASAP:ABE-0006537', 'ECOCYC:G7058', 'EcoGene:EG14046', 'GeneID:946485
NC_000913	NP_416480.1	msrP	b1971	N/A	periplasmic protein-L-methionine sulfoxide reductase catalytic subunit	UniProtKB/Swiss-Prot:P76342', 'ASAP:ABE-0006540', 'ECOCYC:G7059', 'EcoGene:EG14047', 'GeneID:946484
NC_000913	NP_416481.1	msrQ	b1972	N/A	periplasmic protein-L-methionine sulfoxide reductase heme binding subunit	UniProtKB/Swiss-Prot:P76343', 'ASAP:ABE-0006542', 'ECOCYC:G7060', 'EcoGene:EG14048', 'GeneID:946483
NC_000913	NP_416482.1	zinT	b1973	N/A	metal-binding protein ZinT	UniProtKB/Swiss-Prot:P76344', 'ASAP:ABE-0006546', 'ECOCYC:G7061', 'EcoGene:EG14049', 'GeneID:946480
NC_000913	NP_416483.4	yodB	b1974	N/A	putative cytochrome	UniProtKB/Swiss-Prot:P76345', 'ASAP:ABE-0006552', 'ECOCYC:G7062', 'EcoGene:EG14050', 'GeneID:946491
NC_000913	NP_416484.2	mtfA	b1976	3.4.11.-	Mlc titration factor	UniProtKB/Swiss-Prot:P76346', 'ASAP:ABE-0006558', 'ECOCYC:G7063', 'EcoGene:EG13377', 'GeneID:946489
NC_000913	NP_416485.4	yeeJ	b1978	N/A	inverse autotransporter adhesin	UniProtKB/Swiss-Prot:P76347', 'ASAP:ABE-0006563', 'ECOCYC:G7064', 'EcoGene:EG13378', 'GeneID:946498
NC_000913	NP_416488.1	shiA	b1981	N/A	shikimate:H(+) symporter	UniProtKB/Swiss-Prot:P76350', 'ASAP:ABE-0006572', 'ECOCYC:G7067', 'EcoGene:EG20205', 'GeneID:946495
NC_000913	NP_416489.1	amn	b1982	3.2.2.4	AMP nucleosidase	UniProtKB/Swiss-Prot:P0AE12', 'ASAP:ABE-0006579', 'ECOCYC:EG10039', 'EcoGene:EG10039', 'GeneID:946508
NC_000913	NP_416490.1	yeeN	b1983	N/A	putative transcriptional regulator YeeN	UniProtKB/Swiss-Prot:P0A8A2', 'ASAP:ABE-0006582', 'ECOCYC:G7068', 'EcoGene:EG13382', 'GeneID:946493
NC_000913	NP_416491.3	yeeO	b1985	N/A	FMN/FAD exporter	UniProtKB/Swiss-Prot:P76352', 'ASAP:ABE-0006586', 'ECOCYC:G7070', 'EcoGene:EG13383', 'GeneID:946506
NC_000913	NP_416492.1	cbl	b1987	N/A	DNA-binding transcriptional activator Cbl	UniProtKB/Swiss-Prot:Q47083', 'ASAP:ABE-0006590', 'ECOCYC:G7071', 'EcoGene:EG14264', 'GeneID:946502
NC_000913	NP_416493.1	nac	b1988	N/A	DNA-binding transcriptional dual regulator Nac	UniProtKB/Swiss-Prot:Q47005', 'ASAP:ABE-0006594', 'ECOCYC:G7072', 'EcoGene:EG14265', 'GeneID:946501
NC_000913	NP_416494.1	ldtA	b1990	N/A	L,D-transpeptidase ErfK	UniProtKB/Swiss-Prot:P39176', 'ASAP:ABE-0006607', 'ECOCYC:G7073', 'EcoGene:EG12682', 'GeneID:945273
NC_000913	NP_416495.1	cobT	b1991	2.4.2.21	nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	UniProtKB/Swiss-Prot:P36562', 'ASAP:ABE-0006611', 'ECOCYC:EG12151', 'EcoGene:EG12151', 'GeneID:946517
NC_000913	NP_416496.1	cobS	b1992	2.7.8.26	"""cobalamin 5'-phosphate synthase"""	UniProtKB/Swiss-Prot:P36561', 'ASAP:ABE-0006613', 'ECOCYC:EG12150', 'EcoGene:EG12150', 'GeneID:946520
NC_000913	NP_416497.1	cobU	b1993	2.7.1.156', '2.7.7.62	cobinamide-P guanylyltransferase/cobinamide kinase	UniProtKB/Swiss-Prot:P0AE76', 'ASAP:ABE-0006616', 'ECOCYC:EG13238', 'EcoGene:EG13238', 'GeneID:946519
NC_000913	NP_416498.1	insH-6	b1994	N/A	CP4-44 prophage; IS5 transposase and trans-activator	UniProtKB/Swiss-Prot:P0CE53', 'ASAP:ABE-0006619', 'ECOCYC:G7074', 'EcoGene:EG60032', 'GeneID:946507
NC_000913	NP_416500.1	insD-3	b1996	N/A	CP4-44 prophage; IS2 insertion element protein InsB	UniProtKB/Swiss-Prot:P0CF55', 'ASAP:ABE-0006629', 'ECOCYC:G7076', 'GeneID:946403
NC_000913	YP_026163.2	insC-3	b1997	N/A	CP4-44 prophage; IS2 insertion element repressor InsA	UniProtKB/Swiss-Prot:P0CF42', 'ASAP:ABE-0006631', 'ECOCYC:G7077', 'EcoGene:EG40003', 'GeneID:946455
NC_000913	YP_026164.1	flu	b2000	N/A	CP4-44 prophage; self recognizing antigen 43 (Ag43) autotransporter	UniProtKB/Swiss-Prot:P39180', 'ASAP:ABE-0006642', 'ECOCYC:G7080', 'EcoGene:EG12686', 'GeneID:946540
NC_000913	NP_416505.2	yeeR	b2001	N/A	CP4-44 prophage; inner membrane protein YeeR	UniProtKB/Swiss-Prot:P76361', 'ASAP:ABE-0006648', 'ECOCYC:G7081', 'EcoGene:EG13385', 'GeneID:946512
NC_000913	NP_416506.1	yeeS	b2002	N/A	CP4-44 prophage; RadC-like JAB domain-containing protein YeeS	UniProtKB/Swiss-Prot:P76362', 'ASAP:ABE-0006650', 'ECOCYC:G7082', 'EcoGene:EG13386', 'GeneID:946514
NC_000913	NP_416507.1	yeeT	b2003	N/A	CP4-44 prophage; DUF987 domain-containing protein YeeT	UniProtKB/Swiss-Prot:P64521', 'ASAP:ABE-0006653', 'ECOCYC:G7083', 'EcoGene:EG13387', 'GeneID:946513
NC_000913	NP_416508.1	cbeA	b2004	N/A	CP4-44 prophage; cytoskeleton bundling-enhancing antitoxin CbeA	UniProtKB/Swiss-Prot:P76364', 'ASAP:ABE-0006656', 'ECOCYC:G7084', 'EcoGene:EG13388', 'GeneID:946510
NC_000913	NP_416509.1	cbtA	b2005	N/A	CP4-44 prophage; cytoskeleton-binding toxin CbtA	UniProtKB/Swiss-Prot:P64524', 'ASAP:ABE-0006659', 'ECOCYC:G7085', 'EcoGene:EG13389', 'GeneID:946534
NC_000913	YP_009518797.1	yeeW	b2006	N/A	CP4-44 prophage; putative uncharacterized protein YeeW	UniProtKB/Swiss-Prot:P64526', 'ASAP:ABE-0006661', 'ECOCYC:G7086', 'EcoGene:EG13390', 'GeneID:946535
NC_000913	YP_009518798.1	yoeF	b4538	N/A	CP4-44 prophage; putative uncharacterized protein YoeF	UniProtKB/Swiss-Prot:Q2EES3', 'ASAP:ABE-0285059', 'ECOCYC:G0-10456', 'EcoGene:EG14425', 'GeneID:1450273
